Date,Company,Title,Level,Standard Level,Skill Index,Location,Total Yearly Compensation,Base Salary (/year),Stock Grant (/year),Bonus (/year),Years of Experience,Years at Company,Tag,Gender,Other Details,,,,,,,,,,
4-13-2020,Wayfair,Software Engineer,L2,Software Engineer,29.02,"Boston, MA",154000,125000,20000,12000,3,3,Distributed Systems (Back-End),Female,Masters,,,,,,,,,,
4-13-2020,Micron,Design Engineer,E3,,,"Boise, ID",145000,105000,25000,15000,4,4,Semiconductors,,,,,,,,,,,,
4-13-2020,Amazon,Software Engineer,SDE I,Entry Level Engineer,10.87,"Seattle, WA",168000,135000,14000,19000,0,0,API Development (Back-End),Male,Masters,,,,,,,,,,
4-13-2020,Anonymous,Information Security Manager,Manager,,,"Allentown, PA",180000,160000,,20000,10,5,Security,Male,,,,,,,,,,,
4-13-2020,VRP Consulting,Quality Assurance Engineer,Middle,,,"Minsk, HM, Belarus",12000,12000,,0,10,4,Testing (SDET),Male,,,,,,,,,,,
4-13-2020,Intuit,Marketing Manager,Manager,,,"San Francisco, CA",140000,115000,10000,15000,5,4,Marketing,Female,,,,,,,,,,,
4-13-2020,T-Mobile,Product Manager,L08,,,"Bellevue, WA",156000,133000,3000,20000,4,1,PM for IOT,Male,Masters,,,,,,,,,,
4-13-2020,Roblox,Software Engineer,Software Engineer,,,"San Diego, CA",400000,200000,100000,100000,3,2,Android,Male,,,,,,,,,,,
4-13-2020,Silicon Labs,Software Engineer,Senior,,,"Boston, MA",130000,109000,11000,10000,4,4,Networking,Male,,,,,,,,,,,
4-13-2020,Amazon,Software Engineer,SDE II,Software Engineer,32.61,"Sunnyvale, CA",257000,167000,50000,40000,6,1,Distributed Systems (Back-End),Male,Masters,,,,,,,,,,
4-13-2020,Lyft,Market Operations Specialist,L3,,,"Toronto, ON, Canada",75000,70000,5000,0,3,1,Operations,Male,,,,,,,,,,,
4-13-2020,Amazon,Business,L5,,,"Munich, BY, Germany",98000,65000,33000,0,4,4,business,Male,Masters,,,,,,,,,,
4-13-2020,Lyft,Data Scientist,T5,,,"San Francisco, CA",450000,190000,260000,0,4,4,ML / AI,Male,PhD,,,,,,,,,,
4-13-2020,Amazon,Software Engineer,SDE III,Senior Engineer,55.98,"Bellevue, WA",283000,160000,123000,0,10,5,Full Stack,Male,,,,,,,,,,,
4-13-2020,Google,Technical Program Manager,L5,,,"Mountain View, CA",290000,180000,80000,30000,31,13,Mobile (iOS + Android),Male,,,,,,,,,,,
4-13-2020,Uber,Software Engineer,Software Engineer II,Software Engineer,30.93,"Hyderabad, TS, India",62000,40000,15000,7000,2,2,Distributed Systems (Back-End),Male,,,,,,,,,,,
4-13-2020,Salesforce,Software Engineer,Associate MTS,Entry Level Engineer,8,"San Francisco, CA",176000,138000,25000,14000,1,0,Distributed Systems (Back-End),Male,Masters,,,,,,,,,,
4-13-2020,Capital One,Data Scientist,Manager,,,"New York, NY",191000,167000,10000,14000,10,3,ML / AI,Female,,,,,,,,,,,
4-13-2020,Google,Software Engineer,L3,Entry Level Engineer,10.2,"Mountain View, CA",178000,129000,30000,19000,0,0,Distributed Systems (Back-End),Male,30K other bonuses - Masters,,,,,,,,,,
4-13-2020,Indeed,Software Engineer,L2,Software Engineer,31.5,"Tokyo, TY, Japan",190000,120000,60000,10000,3,3,Distributed Systems (Back-End),,Masters,,,,,,,,,,
4-13-2020,Microchip,Software Engineer,Software Engineer 1,,,"Chandler, AZ",75000,67000,6000,3000,0,0,Full Stack,Male,,,,,,,,,,,
4-13-2020,Facebook,Software Engineer,E6,Staff Engineer,68.18,"Seattle, WA",525000,225000,255000,45000,10,2,ML / AI,Male,Masters,,,,,,,,,,
4-13-2020,Microsoft,Software Engineer,SDE II,Software Engineer,21.59,"Redmond, WA",192000,138000,40000,14000,12,1,Security,Male,Masters,,,,,,,,,,
4-13-2020,Lyft,Data Scientist,T5,,,"San Francisco, CA",400000,200000,200000,0,5,0,ML / AI,,,,,,,,,,,,
4-13-2020,Microsoft,Software Engineer,SDE II,Software Engineer,21.59,"Seattle, WA",153000,133000,7000,13000,3,2,Full Stack,Male,,,,,,,,,,,
4-13-2020,Zillow,Senior Product Manager,L5,,,"San Francisco, CA",290000,185000,65000,40000,7,1,Full Stack,Male,Masters,,,,,,,,,,
4-13-2020,Salesforce,Software Engineer,MTS,Software Engineer,26,"San Francisco, CA",185000,148000,22000,15000,2,2,Distributed Systems (Back-End),Male,Masters,,,,,,,,,,
4-13-2020,ADP,Product Manager,Normal,,,"New York, NY",160000,140000,,20000,6,2,ML / AI,Male,,,,,,,,,,,
4-13-2020,Amazon,Product Manager,Senior Product Manager,,35.29,"Santa Clara, CA",320000,180000,20000,120000,12,1,Compute,Female,Masters,,,,,,,,,,
4-13-2020,Workday,Software Engineer,P4,Senior Engineer,54.55,"Pleasanton, CA",221000,156000,65000,0,4,3,DevOps,Male,,,,,,,,,,,
4-13-2020,Apple,Senior QA Engineer,ICT3,,,"Cupertino, CA",185000,150000,20000,15000,8,0,Testing (SDET),Female,sign on 10k,,,,,,,,,,
4-13-2020,VMware,Software Engineer,Senior MTS,Software Engineer,35.35,"Atlanta, GA",170000,141000,5000,24000,10,5,API Development (Back-End),,,,,,,,,,,,
4-13-2020,IBM,Backend Developer,Band 7,,,"San Jose, CA",130000,130000,,0,1,1,Distributed Systems (Back-End),Female,Masters,,,,,,,,,,
4-13-2020,Amazon,Product Manager,Senior Product Manager,,35.29,"Seattle, WA",243000,128000,115000,0,10,3,Web Development (Front-End),Male,Masters,,,,,,,,,,
4-13-2020,Amazon,Data Scientist,L5,,,"Palo Alto, CA",191000,144000,47000,0,4,3,ML / AI,Male,Masters,,,,,,,,,,
4-13-2020,Opendoor,Software Engineer,L3,Software Engineer,35.86,"San Francisco, CA",170000,100000,70000,0,7,3,iOS,,,,,,,,,,,,
4-13-2020,Cisco,Software Engineer,Software Engineer 1,Entry Level Engineer,5.15,"Ottawa, ON, Canada",106000,85000,14000,7000,2,0,DevOps,Male,,,,,,,,,,,
4-13-2020,Pinger,Product Designer,Junior,,,"San Jose, CA",150000,135000,,15000,2,1,Mobile (iOS + Android),Male,Masters,,,,,,,,,,
4-13-2020,Salesforce,Solution Architect,Director,,,"San Francisco, CA",270000,180000,15000,75000,11,6,Pre same,,Masters,,,,,,,,,,
4-13-2020,Expedia,Software Engineer,Senior SDE,Senior Engineer,54.04,"Austin, TX",173000,135000,22000,16000,3,3,API Development (Back-End),Male,,,,,,,,,,,
4-13-2020,Apple,Hardware Engineer,ICT4,,,"Cupertino, CA",287000,166000,104000,17000,15,2,ASIC,Male,Masters,,,,,,,,,,
4-13-2020,Amazon,Software Engineer,SDE I,Entry Level Engineer,10.87,"Seattle, WA",145000,120000,20000,0,5,1,Full Stack,Male,"22k first year signing bonus, 18k second year bonus",,,,,,,,,,
4-13-2020,Airbnb,Data Scientist,L4,,,"San Francisco, CA",296000,176000,120000,0,4,2,Inference,Female,,,,,,,,,,,
4-13-2020,Apple,Software Engineering Manager,M2,,,"Sunnyvale, CA",522000,212000,270000,40000,15,5,Security,Male,,,,,,,,,,,
4-13-2020,Amazon,Business Development,L7,,,"Seattle, WA",402000,160000,242000,0,25,1,Business Development,Female,,,,,,,,,,,
4-13-2020,B-stock Solutions,Software Engineer,Mid Level,,,"Belmont, CA",160000,145000,,15000,8,1,Full Stack,Male,,,,,,,,,,,
4-13-2020,Tesla,Software Engineer,P4,Staff Engineer,70,"Fremont, CA",488000,190000,298000,0,10,4,Site Reliability (SRE),,Masters,,,,,,,,,,
4-13-2020,Atlassian,Product Manager,P5,,,"Bangalore, KA, India",122000,72000,40000,10000,7,0,Senior Product Manager,Male,Masters,,,,,,,,,,
4-13-2020,People.ai,Product Manager,Staff,,,"San Francisco, CA",240000,190000,,50000,10,1,"B2B, ecosystems",Male,Masters,,,,,,,,,,
4-13-2020,Facebook,Software Engineering Manager,M2,,41.21,"Seattle, WA",869000,275000,525000,69000,18,2,Full Stack,,Masters and PhD,,,,,,,,,,
4-13-2020,Pure Storage,Software Engineer,MTS 4,,,"Mountain View, CA",241000,160000,57000,24000,5,2,Testing (SDET),Male,Masters,,,,,,,,,,
4-13-2020,Amazon,Software Engineer,SDE II,Software Engineer,32.61,"Seattle, WA",204000,138000,66000,0,3,3,API Development (Back-End),,,,,,,,,,,,
4-13-2020,Microsoft,Hardware Engineer,63,,,"Seattle, WA",210000,175000,20000,15000,10,5,DevOps,Male,Masters,,,,,,,,,,
4-14-2020,Amazon,Software Engineer,SDE II,Software Engineer,32.61,"Seattle, WA",188000,142000,46000,0,4,4,ML / AI,Male,,,,,,,,,,,
4-14-2020,DXC TECHNOLOGY,Migration Engineer,L3,,,"San Francisco, CA",27000,27000,,0,14,5,VMWARE,Male,,,,,,,,,,,
4-14-2020,Yandex,Project Manager,G16,,,"Moscow, MC, Russia",54000,37000,9000,4000,7,3,Operations,Male,,,,,,,,,,,
4-14-2020,Practo,Software Engineer,L1,,,"Bangalore, KA, India",16000,16000,,0,2,1,Full Stack,Male,,,,,,,,,,,
4-14-2020,Yandex,Software Engineering Manager,G18,,,"Moscow, MC, Russia",86000,44000,35000,6000,14,9,Android,Male,,,,,,,,,,,
4-14-2020,Amazon,Software Engineer,SDE III,Senior Engineer,55.98,"Bangalore, KA, India",147000,76000,70000,0,10,10,Distributed Systems (Back-End),Male,,,,,,,,,,,
4-14-2020,Microsoft,Product Manager,65,,34.34,"Bangalore, KA, India",170000,72000,70000,29000,12,1,Mobile (iOS + Android),Male,Masters,,,,,,,,,,
4-14-2020,Netflix,Software Engineering Manager,M1,,,"Los Gatos, CA",650000,600000,50000,0,20,4,Devices,Male,,,,,,,,,,,
4-14-2020,Nuvve,Software Engineering Manager,Director,,,"San Diego, CA",180000,180000,,0,25,1.5,Distributed Systems (Back-End),Male,Masters,,,,,,,,,,
4-14-2020,Amazon,Software Engineer,SDE III,Senior Engineer,55.98,"Seattle, WA",305000,152000,153000,0,10,2,Web Development (Front-End),Male,,,,,,,,,,,
4-14-2020,Rover,Software Engineer,1,,,"Seattle, WA",130000,125000,5000,0,2,2,Full Stack,Female,5000 signing bonus,,,,,,,,,,
4-14-2020,Yandex,Software Engineer,G14,Entry Level Engineer,3.16,"Moscow, MC, Russia",18000,16000,,0,2,1,Distributed Systems (Back-End),Male,,,,,,,,,,,
4-14-2020,Google,Product Manager,L6,,,"New York, NY",441000,215000,183000,43000,14,0,ML / AI,Male,PhD,,,,,,,,,,
4-14-2020,Amazon,Software Engineering Manager,L6 SDM,,20.83,"Seattle, WA",276000,156000,120000,0,20,4,Full Stack,Male,Masters,,,,,,,,,,
4-14-2020,Yandex,Software Engineer,G16,Software Engineer,31.58,"Saint Petersburg, SP, Russia",70000,27000,40000,3000,3,2,Web Development (Front-End),Male,,,,,,,,,,,
4-14-2020,Amazon,Software Engineer,SDE II,Software Engineer,32.61,"Seattle, WA",202000,140000,62000,0,5,5,Distributed Systems (Back-End),Male,,,,,,,,,,,
4-14-2020,Amazon,Product Manager,Principal Product Manager,,58.82,"San Francisco, CA",400000,182000,218000,0,20,6,ML / AI,,Masters,,,,,,,,,,
4-14-2020,Shipwell,Customer Success Manager,Mid level,,,"Chicago, IL",101000,85000,1000,15000,5,1,Web Development (Front-End),Male,,,,,,,,,,,
4-14-2020,Goldman Sachs,Software Engineer,Analyst,Entry Level Engineer,9.52,"Salt Lake City, UT",80000,70000,,10000,1,1,API Development (Back-End),Male,,,,,,,,,,,
4-14-2020,Amazon,Software Engineering Manager,L6 SDM,,20.83,"Seattle, WA",305000,155000,150000,0,22,1,Distributed Systems (Back-End),Male,,,,,,,,,,,
4-14-2020,Amazon,Software Engineering Manager,L6 SDM,,20.83,"Sunnyvale, CA",372000,168000,204000,0,18,7,Full Stack,Male,Masters,,,,,,,,,,
4-14-2020,Walmart Labs,Software Engineer,Senior Software Engineer,Senior Engineer,47.87,"Sunnyvale, CA",240000,200000,30000,10000,14,1,Full Stack,,,,,,,,,,,,
4-14-2020,Google,Software Engineer,L4,Software Engineer,30.61,"New York, NY",281000,155000,90000,36000,6,3,Full Stack,Male,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
